timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-08-19T15:02:50,global_lstm,ad6611ce-8b8d-4e11-85c3-aefa09097599,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,19.817594457999803,3.7442889069740075e-05,1.8893760869460845e-06,42.5,0.0,6.75,0.0002339573650791,0,3.7157705624999834e-05,0.0002711150707041,Belgium,BEL,wallonia,,,macOS-15.2-arm64-arm-64bit,3.11.15,2.8.4,11,Apple M3 Pro,,,4.3945,50.7151,18.0,machine,N,1.0
2026-08-19T15:05:46,global_lstm,e335b4a6-15dc-4938-97be-21fdc926f188,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,19.675557457999275,3.717450624235042e-05,1.8893749934000874e-06,42.5,0.0,6.75,0.0002322805059277692,0,3.6891268438124034e-05,0.00026917177436589325,Belgium,BEL,wallonia,,,macOS-15.2-arm64-arm-64bit,3.11.15,2.8.4,11,Apple M3 Pro,,,4.3945,50.7151,18.0,machine,N,1.0
